Master Category,Subcategory,Date,Location,Payee,Description,Payment Method,Amount
Food/Drink,Groceries,10/30/18, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   10/28 PAUL K. TAO               WATSONVILLE   CA  S308301663780039   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Coffee Shops,11/5/18, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   11/03 STARBUCKS STORE 06        SAN JOSE      CA  S388307860048934   CARD 5402,Debit Card/ATM Card ...5402,$7.90
Food/Drink,Fast Food,11/5/18, ,JAMBA JUICE 0739 Q,PURCHASE                                AUTHORIZED ON   11/03 JAMBA JUICE 0739 Q        SAN JOSE      CA  S308307712217952   CARD 5402,Debit Card/ATM Card ...5402,$25.06
Food/Drink,Fast Food,11/5/18, ,SUBWAY,PURCHASE                                AUTHORIZED ON   11/03 SUBWAY        0039        SAN JOSE      CA  S388307715091510   CARD 5402,Debit Card/ATM Card ...5402,$8.39
Food/Drink,Groceries,11/5/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   11/03 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00388307614474326 CARD 5402,Debit Card/ATM Card ...5402,$48.61
Food/Drink,Groceries,11/7/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   11/06 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00468311083532484 CARD 0484,Debit Card/ATM Card ...0484,$3.50
Food/Drink,Groceries,11/10/18,"SARATOGA     ,CA",ROSE INTERNATIONAL MARKET,"ROSE INTERNATIONAL MARKET SARATOGA     ,CA",PLATINUM CARD ...4360,$1.58
Food/Drink,Groceries,11/10/18,"SARATOGA     ,CA",ROSE INTERNATIONAL MARKET,"ROSE INTERNATIONAL MARKET SARATOGA     ,CA",PLATINUM CARD ...4360,$57.32
Food/Drink,Coffee Shops,11/11/18,"800-782-7282 ,WA",STARBUCKS,"STARBUCKS 800-782-7282 ,WA",PLATINUM CARD ...4360,$20.00
Food/Drink,Groceries,11/13/18, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   11/10 LUNARDI'S MKT #3          LOS GATOS     CA  P00468315045414177 CARD 0484,Debit Card/ATM Card ...0484,$9.57
Food/Drink,Fast Food,11/19/18, ,USA CANTEEN VEND,PURCHASE                                AUTHORIZED ON   11/18 USA*CANTEEN VEND          SAN JOSE      CA  S468322819022420   CARD 5402,Debit Card/ATM Card ...5402,$1.60
Food/Drink,Groceries,11/19/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   11/17 NOB HILL  #604            LOS GATOS     CA  P00588321671082224 CARD 5402,Debit Card/ATM Card ...5402,$24.22
Food/Drink,Fast Food,11/22/18,"402-935-7733 ,WA",PAYPAL STARBUCKS,"PAYPAL *STARBUCKS 402-935-7733 ,WA",PLATINUM CARD ...4360,$25.00
Food/Drink,Groceries,11/23/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   11/23 NOB HILL  #604            LOS GATOS     CA  P00308327861660603 CARD 5402,Debit Card/ATM Card ...5402,$24.74
Food/Drink,Groceries,11/23/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   11/23 NOB HILL  #604            LOS GATOS     CA  P00588328000078607 CARD 5402,Debit Card/ATM Card ...5402,$15.09
Food/Drink,Groceries,11/23/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   11/23 NOB HILL  #604            LOS GATOS     CA  P00388328003782354 CARD 5402,Debit Card/ATM Card ...5402,$5.98
Food/Drink,Groceries,11/23/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   11/22 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00308326751787017 CARD 5402,Debit Card/ATM Card ...5402,$110.96
Food/Drink,Coffee Shops,11/26/18, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   11/22 STARBUCKS STORE 05        LOS GATOS     CA  S588326698800749   CARD 5402,Debit Card/ATM Card ...5402,$5.95
Food/Drink,Restaurants,11/26/18, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   11/24 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S588328853872151   CARD 5402,Debit Card/ATM Card ...5402,$70.00
Food/Drink,Groceries,12/3/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   12/01 NOB HILL  #604            LOS GATOS     CA  P00588335719440296 CARD 5402,Debit Card/ATM Card ...5402,$9.22
Food/Drink,Coffee Shops,12/4/18, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   12/02 STARBUCKS STORE 13        SALINAS       CA  S388337005439583   CARD 5402,Debit Card/ATM Card ...5402,$12.45
Food/Drink,Fast Food,12/4/18, ,SUBWAY,PURCHASE                                AUTHORIZED ON   12/02 SUBWAY        0403        LOMPOC        CA  S468336693238555   CARD 5402,Debit Card/ATM Card ...5402,$7.99
Food/Drink,Fast Food,12/5/18, ,IKEA EAST PALO ALT,PURCHASE                                AUTHORIZED ON   12/04 IKEA EAST PALO ALT        E PALO ALTO   CA  S588339140411025   CARD 5402,Debit Card/ATM Card ...5402,$38.20
Food/Drink,Groceries,12/10/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   12/08 NOB HILL  #604            LOS GATOS     CA  P00388343041439381 CARD 5402,Debit Card/ATM Card ...5402,$54.11
Food/Drink,Groceries,12/10/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   12/09 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00468343722427253 CARD 0484,Debit Card/ATM Card ...0484,$5.99
Food/Drink,Fast Food,12/14/18, ,SUBWAY,PURCHASE                                AUTHORIZED ON   12/12 SUBWAY        0038        LOS GATOS     CA  S468346836016774   CARD 0484,Debit Card/ATM Card ...0484,$12.58
Food/Drink,Groceries,12/14/18, ,SAFEWAY,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   12/14 SAFEWAY STORE     2815    LOS GATOS     CA  P00588348732588698 CARD 5402,Debit Card/ATM Card ...5402,$72.26
Food/Drink,Restaurants,12/17/18, ,NEW YORK PIZZA,PURCHASE                                AUTHORIZED ON   12/15 NEW YORK PIZZA            PLEASANTON    CA  S388350003520732   CARD 5402,Debit Card/ATM Card ...5402,$25.89
Food/Drink,Restaurants,12/17/18, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   12/14 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S388349144678572   CARD 5402,Debit Card/ATM Card ...5402,$17.00
Food/Drink,Fast Food,12/18/18, ,SUBWAY,PURCHASE                                AUTHORIZED ON   12/16 SUBWAY        0034        LOS GATOS     CA  S588351006283743   CARD 5402,Debit Card/ATM Card ...5402,$16.78
Food/Drink,Groceries,12/19/18, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   12/19 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00468353633089216 CARD 5402,Debit Card/ATM Card ...5402,$19.21
Food/Drink,Groceries,12/23/18,"SARATOGA     ,CA",ROSE INTERNATIONAL MARKET,"ROSE INTERNATIONAL MARKET SARATOGA     ,CA",PLATINUM CARD ...4360,$70.00
Food/Drink,Groceries,12/24/18, ,NOB HILL,PURCHASE                                AUTHORIZED ON   12/22 NOB HILL  #604            LOS GATOS     CA  P00588356749368449 CARD 5402,Debit Card/ATM Card ...5402,$87.48
Food/Drink,Groceries,12/25/18,"SAN JOSE     ,CA",WAL-MART,"WM SUPERCENTER #5884 SAN JOSE     ,CA",PLATINUM CARD ...4360,$22.54
Food/Drink,Groceries,12/26/18,"LOS GATOS    ,CA",LUNARDI'S MKT,"LUNARDI'S MKT #3 LOS GATOS    ,CA",PLATINUM CARD ...4360,$256.68
Food/Drink,Groceries,12/26/18, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   12/25 SAFEWAY STORE     2815    LOS GATOS     CA  P00468359645529286 CARD 0484,Debit Card/ATM Card ...0484,$14.97
Food/Drink,Groceries,12/28/18,"SAN JOSE     ,CA",COSTCO WHOLESALE,"COSTCO WHSE #0470 SAN JOSE     ,CA",PLATINUM CARD ...4360,$342.28
Food/Drink,Groceries,12/28/18,"SAN JOSE     ,CA",KALINKA,"KALINKA SAN JOSE     ,CA",PLATINUM CARD ...4360,$141.90
Food/Drink,Groceries,12/28/18,"LOS GATOS    ,CA",WHOLEFDS LGT,"WHOLEFDS LGT 10027 LOS GATOS    ,CA",PLATINUM CARD ...4360,$67.15
Food/Drink,Coffee Shops,12/30/18,"800-782-7282 ,WA",STARBUCKS,"STARBUCKS 800-782-7282 ,WA",PLATINUM CARD ...4360,$15.00
Food/Drink,Groceries,12/31/18, ,BIG TREES MARK,PURCHASE                                AUTHORIZED ON   12/30 BIG TREES MARK            ARNOLD        CA  P00000000431790259 CARD 5402,Debit Card/ATM Card ...5402,$30.18
Food/Drink,Groceries,1/3/19, ,BIG TREES MARK,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   01/03 BIG TREES MARK            ARNOLD        CA  P00000000039841921 CARD 5402,Debit Card/ATM Card ...5402,$56.97
Food/Drink,Groceries,1/4/19, ,BIG TREES MARK,PURCHASE                                AUTHORIZED ON   01/04 BIG TREES MARK            ARNOLD        CA  P00000000171231191 CARD 5402,Debit Card/ATM Card ...5402,$8.68
Food/Drink,Groceries,1/6/19,"SAN JOSE     ,CA",COSTCO WHOLESALE,"COSTCO WHSE #0470 SAN JOSE     ,CA",PLATINUM CARD ...4360,-$18.56
Food/Drink,Coffee Shops,1/7/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   01/05 STARBUCKS STORE 08        MANTECA       CA  S389005708263552   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,1/14/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   01/13 LUNARDI'S MKT #3          LOS GATOS     CA  P00589013837045610 CARD 0484,Debit Card/ATM Card ...0484,$18.25
Food/Drink,Groceries,1/14/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   01/12 ROSE INTERNATIONAL        SARATOGA      CA  S589012815976133   CARD 5402,Debit Card/ATM Card ...5402,$60.00
Food/Drink,Groceries,1/14/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   01/12 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00389013063018047 CARD 0484,Debit Card/ATM Card ...0484,$6.00
Food/Drink,Groceries,1/14/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   01/13 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00389013846652179 CARD 0484,Debit Card/ATM Card ...0484,$4.25
Food/Drink,Groceries,1/22/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   01/20 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469020738974686 CARD 0484,Debit Card/ATM Card ...0484,$6.00
Food/Drink,Restaurants,1/22/19, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   01/19 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S589019744085225   CARD 5402,Debit Card/ATM Card ...5402,$14.72
Food/Drink,Groceries,1/27/19,"LOS GATOS    ,CA",SAFEWAY,"SAFEWAY #2815 LOS GATOS    ,CA",PLATINUM CARD ...4360,$90.70
Food/Drink,Fast Food,1/28/19, ,BASKIN ROBBINS,PURCHASE                                AUTHORIZED ON   01/26 BASKIN #361181 Q35        LOS GATOS     CA  S589027025101617   CARD 5402,Debit Card/ATM Card ...5402,$13.99
Food/Drink,Groceries,1/28/19, ,NOB HILL,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   01/26 NOB HILL  #604            LOS GATOS     CA  P00589027028382792 CARD 5402,Debit Card/ATM Card ...5402,$31.97
Food/Drink,Groceries,1/28/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   01/26 ROSE INTERNATIONAL        SARATOGA      CA  S389026819225423   CARD 5402,Debit Card/ATM Card ...5402,$100.00
Food/Drink,Restaurants,1/28/19,"SAN JOSE     ,CA",SWEET TOMATOES,"SWEET TOMATOES 108Q14 SAN JOSE     ,CA",PLATINUM CARD ...4360,$6.87
Food/Drink,Restaurants,1/28/19,"SAN JOSE     ,CA",SWEET TOMATOES,"SWEET TOMATOES 108Q14 SAN JOSE     ,CA",PLATINUM CARD ...4360,$58.95
Food/Drink,Groceries,2/4/19, ,COSTCO WHOLESALE,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   02/03 COSTCO WHSE #0470         SAN JOSE      CA  P00589034772607095 CARD 5402,Debit Card/ATM Card ...5402,$214.58
Food/Drink,Groceries,2/4/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   02/03 KALINKA                   SAN JOSE      CA  P00000000831142011 CARD 5402,Debit Card/ATM Card ...5402,$44.52
Food/Drink,Restaurants,2/4/19, ,WILLOW STREET WOOD,PURCHASE                                AUTHORIZED ON   02/02 WILLOW STREET WOOD        LOS GATOS     CA  S309033846279533   CARD 5402,Debit Card/ATM Card ...5402,$68.37
Food/Drink,Restaurants,2/11/19, ,PIZZA MY HEART - E,PURCHASE                                AUTHORIZED ON   02/09 PIZZA MY HEART - E        MOUNTAIN VIEW CA  S469040851688225   CARD 5402,Debit Card/ATM Card ...5402,$24.80
Food/Drink,Groceries,2/19/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   02/16 KALINKA                   SAN JOSE      CA  S589048114665641   CARD 5402,Debit Card/ATM Card ...5402,$76.06
Food/Drink,Groceries,2/19/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   02/16 LUNARDI'S MKT #3          LOS GATOS     CA  P00309047750657997 CARD 5402,Debit Card/ATM Card ...5402,$14.04
Food/Drink,Groceries,2/19/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   02/18 NOB HILL  #604            LOS GATOS     CA  P00309049828038867 CARD 5402,Debit Card/ATM Card ...5402,$55.74
Food/Drink,Groceries,2/19/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   02/17 SAFEWAY STORE     2815    LOS GATOS     CA  P00309048782152191 CARD 5402,Debit Card/ATM Card ...5402,$2.99
Food/Drink,Groceries,2/19/19, ,TRADER JOE'S,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   02/17 TRADER JOE'S # 181        LOS GATOS     CA  P00589048750658139 CARD 5402,Debit Card/ATM Card ...5402,$69.97
Food/Drink,Groceries,2/19/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   02/16 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309047738882691 CARD 5402,Debit Card/ATM Card ...5402,$16.60
Food/Drink,Groceries,2/19/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   02/16 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309047734141294 CARD 5402,Debit Card/ATM Card ...5402,$30.12
Food/Drink,Coffee Shops,2/25/19, ,STARBUCKS STORE,PURCHASE                                AUTHORIZED ON   02/22 STARBUCKS STORE 06        ANGELS CAMP   CA  S469053672961838   CARD 5402,Debit Card/ATM Card ...5402,$15.65
Food/Drink,Fast Food,2/25/19, ,KFC,PURCHASE                                AUTHORIZED ON   02/22 KFC/TB #229               LOS GATOS     CA  S389054070574691   CARD 0484,Debit Card/ATM Card ...0484,$5.45
Food/Drink,Fast Food,2/25/19, ,MCDONALD'S,PURCHASE                                AUTHORIZED ON   02/22 MCDONALD'S F32112         ANGELS CAMP   CA  S309053669661210   CARD 5402,Debit Card/ATM Card ...5402,$13.59
Food/Drink,Fast Food,2/25/19, ,USA CANTEEN VENDIN,PURCHASE                                AUTHORIZED ON   02/24 USA*CANTEEN VENDIN        SAN JOSE      CA  S469055811585982   CARD 5402,Debit Card/ATM Card ...5402,$1.60
Food/Drink,Groceries,2/25/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   02/24 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00389055800414277 CARD 0484,Debit Card/ATM Card ...0484,$3.99
Food/Drink,Restaurants,2/25/19, ,PANERA BREAD,PURCHASE                                AUTHORIZED ON   02/24 PANERA BREAD #2044        LOS GATOS     CA  S389055805592159   CARD 0484,Debit Card/ATM Card ...0484,$7.18
Food/Drink,Restaurants,2/25/19, ,PANERA BREAD,PURCHASE                                AUTHORIZED ON   02/22 PANERA BREAD #6018        MANTECA       CA  S389054098000572   CARD 5402,Debit Card/ATM Card ...5402,$19.55
Food/Drink,Groceries,3/4/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/03 SAFEWAY STORE     2815    LOS GATOS     CA  P00309062814756465 CARD 0484,Debit Card/ATM Card ...0484,$2.43
Food/Drink,Restaurants,3/4/19, ,WILLOW STREET WOOD,PURCHASE                                AUTHORIZED ON   03/02 WILLOW STREET WOOD        LOS GATOS     CA  S309061813417376   CARD 5402,Debit Card/ATM Card ...5402,$100.00
Food/Drink,Groceries,3/8/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   03/08 TRADER JOE'S # 181        LOS GATOS     CA  P00389067644358484 CARD 5402,Debit Card/ATM Card ...5402,$10.88
Food/Drink,Groceries,3/8/19, ,TRADER JOE'S,PURCHASE                                AUTHORIZED ON   03/08 TRADER JOE'S # 181        LOS GATOS     CA  P00469067645939161 CARD 5402,Debit Card/ATM Card ...5402,$11.98
Food/Drink,Groceries,3/11/19, ,LUNARDI'S MKT,PURCHASE                                AUTHORIZED ON   03/08 LUNARDI'S MKT #3          LOS GATOS     CA  P00309068107433546 CARD 5402,Debit Card/ATM Card ...5402,$83.56
Food/Drink,Groceries,3/15/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   03/14 NOB HILL  #604            LOS GATOS     CA  P00589074086309117 CARD 5402,Debit Card/ATM Card ...5402,$62.11
Food/Drink,Fast Food,3/18/19, ,MCDONALD'S,PURCHASE                                AUTHORIZED ON   03/15 MCDONALD'S 4372           BERKELEY      CA  S469075072084843   CARD 5402,Debit Card/ATM Card ...5402,$13.39
Food/Drink,Groceries,3/18/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/16 SAFEWAY STORE     2815    LOS GATOS     CA  P00469076013169692 CARD 5402,Debit Card/ATM Card ...5402,$14.88
Food/Drink,Groceries,3/18/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/16 SAFEWAY STORE     2815    LOS GATOS     CA  P00309076138819581 CARD 5402,Debit Card/ATM Card ...5402,$62.09
Food/Drink,Restaurants,3/18/19, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   03/17 CKE*LOS GATOS COFF        LOS GATOS     CA  S389076657478674   CARD 5402,Debit Card/ATM Card ...5402,$8.11
Food/Drink,Groceries,3/25/19, ,COSTCO WHOLESALE,PURCHASE                                AUTHORIZED ON   03/24 COSTCO WHSE #0470         SAN JOSE      CA  P00389083729612388 CARD 5402,Debit Card/ATM Card ...5402,$171.38
Food/Drink,Restaurants,3/25/19, ,PATXIS - CAMPBELL,PURCHASE                                AUTHORIZED ON   03/23 PATXIS - CAMPBELL         CAMPBELL      CA  S589082794995555   CARD 5402,Debit Card/ATM Card ...5402,$50.00
Food/Drink,Groceries,3/29/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/29 SAFEWAY STORE     2815    LOS GATOS     CA  P00389088834932239 CARD 5402,Debit Card/ATM Card ...5402,$7.30
Food/Drink,Groceries,4/1/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/29 SAFEWAY STORE     2815    LOS GATOS     CA  P00389089062808431 CARD 0484,Debit Card/ATM Card ...0484,$3.31
Food/Drink,Groceries,4/1/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/30 SAFEWAY STORE     2815    LOS GATOS     CA  P00469090086250864 CARD 0484,Debit Card/ATM Card ...0484,$3.86
Food/Drink,Groceries,4/1/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   03/31 SAFEWAY STORE     2815    LOS GATOS     CA  P00309090682065598 CARD 5402,Debit Card/ATM Card ...5402,$7.09
Food/Drink,Restaurants,4/1/19, ,OLYMPUS CAFFE AND,PURCHASE                                AUTHORIZED ON   03/30 OLYMPUS CAFFE AND         MOUNTAIN VIEW CA  S309089731974902   CARD 5402,Debit Card/ATM Card ...5402,$90.00
Food/Drink,Restaurants,4/2/19, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   04/01 CKE*LOS GATOS COFF        LOS GATOS     CA  S309091785321000   CARD 5402,Debit Card/ATM Card ...5402,$8.34
Food/Drink,Restaurants,4/2/19, ,WILLOW STREET WOOD,PURCHASE                                AUTHORIZED ON   04/01 WILLOW STREET WOOD        LOS GATOS     CA  S589091858191338   CARD 5402,Debit Card/ATM Card ...5402,$120.00
Food/Drink,Groceries,4/4/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   04/04 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589094841184298 CARD 0484,Debit Card/ATM Card ...0484,$4.99
Food/Drink,Fast Food,4/6/19,"402-935-7733 ,WA",PAYPAL STARBUCKS,"PAYPAL *STARBUCKS 402-935-7733 ,WA",PLATINUM CARD ...4360,$25.00
Food/Drink,Groceries,4/8/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE WITH CASH BACK        $  20.00 AUTHORIZED ON   04/06 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589096696602361 CARD 5402,Debit Card/ATM Card ...5402,$30.98
Food/Drink,Restaurants,4/8/19, ,PANERA BREAD,PURCHASE                                AUTHORIZED ON   04/06 PANERA BREAD #2044        LOS GATOS     CA  S469096798029764   CARD 5402,Debit Card/ATM Card ...5402,$37.17
Food/Drink,Fast Food,4/9/19, ,SUBWAY,PURCHASE                                AUTHORIZED ON   04/07 SUBWAY        0038        LOS GATOS     CA  S309097633821986   CARD 5402,Debit Card/ATM Card ...5402,$28.45
Food/Drink,Groceries,4/9/19, ,ICICLES,PURCHASE                                AUTHORIZED ON   04/07 ICICLES                   SAN JOSE      CA  S309097820249595   CARD 5402,Debit Card/ATM Card ...5402,$39.96
Food/Drink,Groceries,4/12/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   04/11 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469102077489806 CARD 0484,Debit Card/ATM Card ...0484,$4.99
Food/Drink,Groceries,4/13/19,"LOS GATOS    ,CA",NOB HILL,"NOB HILL  #604 LOS GATOS    ,CA",PLATINUM CARD ...4360,$91.45
Food/Drink,Fast Food,4/17/19, ,FIRENZA PIZZA - LO,PURCHASE                                AUTHORIZED ON   04/14 FIRENZA PIZZA - LO        LOS GATOS     CA  S389105074911347   CARD 0484,Debit Card/ATM Card ...0484,$9.80
Food/Drink,Groceries,4/19/19, ,SAFEWAY,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   04/19 SAFEWAY STORE     2815    LOS GATOS     CA  P00309109749838821 CARD 1745,Debit Card/ATM Card ...1745,$48.13
Food/Drink,Groceries,4/19/19, ,SAFEWAY,PURCHASE                                AUTHORIZED ON   04/19 SAFEWAY STORE     2815    LOS GATOS     CA  P00309109748141022 CARD 1745,Debit Card/ATM Card ...1745,$41.41
Food/Drink,Groceries,4/22/19, ,NOB HILL,PURCHASE                                AUTHORIZED ON   04/21 NOB HILL  #604            LOS GATOS     CA  P00309111857453377 CARD 5402,Debit Card/ATM Card ...5402,$86.63
Food/Drink,Groceries,4/22/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   04/19 ROSE INTERNATIONAL        SARATOGA      CA  S589109722598323   CARD 1745,Debit Card/ATM Card ...1745,$51.46
Food/Drink,Groceries,4/22/19, ,SLAVIC SHOP,PURCHASE                                AUTHORIZED ON   04/19 SLAVIC SHOP               SAN JOSE      CA  S309109707594533   CARD 1745,Debit Card/ATM Card ...1745,$57.58
Food/Drink,Restaurants,4/22/19, ,CKE LOS GATOS COFF,PURCHASE                                AUTHORIZED ON   04/21 CKE*LOS GATOS COFF        LOS GATOS     CA  S389111628434002   CARD 5402,Debit Card/ATM Card ...5402,$41.63
Food/Drink,Groceries,4/29/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   04/27 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00309117799849214 CARD 0484,Debit Card/ATM Card ...0484,$26.20
Food/Drink,Restaurants,4/29/19, ,BIJAN BAKERY AND C,PURCHASE                                AUTHORIZED ON   04/26 BIJAN BAKERY AND C        SAN JOSE      CA  S309116863961499   CARD 1745,Debit Card/ATM Card ...1745,$46.95
Food/Drink,Restaurants,4/29/19, ,TST JAMBA JUICE -,PURCHASE                                AUTHORIZED ON   04/27 TST* JAMBA JUICE -        SANTA CLARA   CA  S389117723128135   CARD 1745,Debit Card/ATM Card ...1745,$13.38
Food/Drink,Groceries,5/1/19, ,KALINKA,PURCHASE                                AUTHORIZED ON   04/30 KALINKA                   SAN JOSE      CA  S309120784916122   CARD 1745,Debit Card/ATM Card ...1745,$68.77
Food/Drink,Groceries,5/6/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/04 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00469125004498113 CARD 5402,Debit Card/ATM Card ...5402,$17.98
Food/Drink,Restaurants,5/7/19, ,PATXIS - LIVERMORE,PURCHASE                                AUTHORIZED ON   05/04 PATXIS - LIVERMORE        LIVERMORE     CA  S589124831135869   CARD 5402,Debit Card/ATM Card ...5402,$70.00
Food/Drink,Groceries,5/9/19, ,TRADER JOE'S,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   05/09 TRADER JOE'S # 181        LOS GATOS     CA  P00469129840527230 CARD 1745,Debit Card/ATM Card ...1745,$61.16
Food/Drink,Groceries,5/10/19, ,ROSE INTERNATIONAL,PURCHASE                                AUTHORIZED ON   05/08 ROSE INTERNATIONAL        SARATOGA      CA  S309128791956668   CARD 1745,Debit Card/ATM Card ...1745,$54.28
Food/Drink,Groceries,5/13/19, ,SLAVIC SHOP,PURCHASE                                AUTHORIZED ON   05/09 SLAVIC SHOP               SAN JOSE      CA  S309129827001727   CARD 1745,Debit Card/ATM Card ...1745,$47.82
Food/Drink,Groceries,5/13/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/11 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589131745650592 CARD 5402,Debit Card/ATM Card ...5402,$13.98
Food/Drink,Groceries,5/13/19, ,WHOLEFDS LGT 100 15980 LO,PURCHASE                                AUTHORIZED ON   05/11 WHOLEFDS LGT 100 15980 LO LOS GATOS     CA  P00589131744683698 CARD 5402,Debit Card/ATM Card ...5402,$123.99
Food/Drink,Groceries,5/16/19, ,NOB HILL,PURCHASE WITH CASH BACK        $  40.00 AUTHORIZED ON   05/16 NOB HILL  #604            LOS GATOS     CA  P00389136772983116 CARD 1745,Debit Card/ATM Card ...1745,$100.01
Food/Drink,Groceries,5/20/19, ,PAUL K. TAO,PURCHASE                                AUTHORIZED ON   05/19 PAUL K. TAO               WATSONVILLE   CA  S309139617227603   CARD 5402,Debit Card/ATM Card ...5402,$13.00
Food/Drink,Groceries,5/20/19, ,SQ GOTELLI FARMS,PURCHASE                                AUTHORIZED ON   05/19 SQ *GOTELLI FARMS         LOS GATOS     CA  S469139620019470   CARD 5402,Debit Card/ATM Card ...5402,$18.00
